RHIZO 2012,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm)/RatioHypLeafToRootLen,ProjArea(cm2),ProjAreaTen(cm2)/RatioHypLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),Tips,Forks,Crossings,NumberOfClasses,ClassBoundaries,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000
SampleId,COLOR,Name,OwnerGroup,Specifications/NClass,Def Filt/Bg,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),Volume(cm3),Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,LINK,Link#,Seedling#,,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),EE-EI-II-IL-BL,Angle(deg),Magnitude,Altitude,Order,Father,Brother1,Brother2,Baby1,Baby2,Baby3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,DEV,Order#,Seedling#,NofLinks,TotalLength(cm),TotalProjArea(cm2),TotSurfArea(cm2),AvgLength(cm),AvgProjArea(cm2),AvgSurfArea(cm2),AvgDiam(mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,AXIS,Order#,Seedling#,Axis#,TotalLength(cm),TotalProjArea(cm2),TotSurfArea(cm2),AvgLength(cm),AvgProjArea(cm2),AvgSurfArea(cm2),AvgDiam(mm),,,,,,,,,NofLinks,FirstLink#,SecondLink#,ThirdLink#,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASCTUB4-1,JJR,9/22/2021 13:51,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,501.1865,17.7165,28.2892,20 30 5600 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-177,Smooth Off Area On 0.0100 LWRatio Off,Off,1,931.3295,0,26.1366,0,82.1106,0,0.2806,0,931.3295,0,0.576,815,2069,481,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,886.3351,33.6836,2.9723,1.7013,0.6789,0.4515,0.876,2.8577,1.4323,0.1741,61.0704,6.6304,1.113,0.9255,0.4606,0.3895,0.936,3.3491,1.8661,0.2899,19.4393,2.1105,0.3543,0.2946,0.1466,0.124,0.2979,1.0661,0.594,0.0923,0.3914,0.1071,0.0335,0.0402,0.0249,0.0267,0.0796,0.3129,0.1936,0.0384,810,5,0,0,0,0,0,0,0,0
ASCTUB4-2,JJR,9/22/2021 14:09,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.8498,17.6847,28.321,20 40 5590 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-187,Smooth Off Area On 0.0100 LWRatio Off,Off,1,537.6666,0,12.805,0,40.2282,0,0.2382,0,537.6666,0,0.24,493,856,224,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,505.3597,32.0015,0.088,0.055,0,0,0,0,0,0,32.223,5.6218,0.0337,0.0272,0,0,0,0,0,0,10.2569,1.7895,0.0107,0.0087,0,0,0,0,0,0,0.1839,0.0791,0.001,0.0011,0,0,0,0,0,0,491,2,0,0,0,0,0,0,0,0
PHYVIR4-1,JJR,9/22/2021 16:08,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.7268,17.6847,28.2575,10 30 5580 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-178,Smooth Off Area On 0.0100 LWRatio Off,Off,1,801.827,0,24.8272,0,77.9971,0,0.3096,0,801.827,0,0.604,758,1311,325,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,686.9975,111.0486,3.6342,0.0967,0,0,0,0,0,0,48.6911,24.4849,1.2503,0.0479,0,0,0,0,0,0,15.4989,7.7938,0.398,0.0153,0,0,0,0,0,0,0.3177,0.4429,0.0344,0.0019,0,0,0,0,0,0,748,8,1,1,0,0,0,0,0,0
PHYVIR4-2,JJR,9/22/2021 16:21,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.3115,17.7165,28.3528,20 20 5600 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-181,Smooth Off Area On 0.0100 LWRatio Off,Off,1,882.5404,0,25.4869,0,80.0694,0,0.2888,0,882.5404,0,0.578,725,1666,437,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,768.8934,111.3547,2.2553,0.037,0,0,0,0,0,0,53.8012,21.2223,0.7705,0.0191,0,0,0,0,0,0,17.1254,6.7553,0.2453,0.0061,0,0,0,0,0,0,0.3541,0.3318,0.0211,0.0008,0,0,0,0,0,0,715,9,1,0,0,0,0,0,0,0
PHYVIR4-3,JJR,9/22/2021 16:36,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.6109,17.6213,28.3528,20 20 5570 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-183,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1194.8283,0,34.3133,0,107.7984,0,0.2872,0,1194.8283,0,0.774,915,2744,688,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1069.3494,123.7384,1.7404,0,0,0,0,0,0,0,76.1371,24.7711,0.6136,0,0,0,0,0,0,0,24.2352,7.8849,0.1953,0,0,0,0,0,0,0,0.5001,0.4066,0.0174,0,0,0,0,0,0,0,903,12,0,0,0,0,0,0,0,0
CHAFAS4-1,JJR,9/23/2021 10:26,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,497.9325,17.6213,28.2575,20 30 5570 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-170,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1836.7157,0,40.5459,0,127.3788,0,0.2208,0,1836.7157,0,0.703,2523,9863,2314,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1774.6286,54.4204,4.1903,1.1547,0.6595,1.2207,0.1579,0.11,0,0,98.4308,10.6872,1.5465,0.5985,0.4585,1.0788,0.1594,0.1227,0,0,31.3315,3.4019,0.4923,0.1905,0.146,0.3434,0.0507,0.039,0,0,0.5457,0.1727,0.0458,0.0248,0.0254,0.076,0.0128,0.0109,0,0,2513,9,1,0,0,0,0,0,0,0
CHAFAS4-2,JJR,9/23/2021 10:43,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.8307,17.7482,28.1623,20 30 5610 8900  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-172,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1022.6437,0,20.0873,0,63.1062,0,0.1964,0,1022.6437,0,0.31,1214,2929,883,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1014.4796,8.1042,0,0,0,0,0,0,0,0,56.2272,1.5034,0,0,0,0,0,0,0,0,17.8977,0.4786,0,0,0,0,0,0,0,0,0.3063,0.0227,0,0,0,0,0,0,0,0,1211,3,0,0,0,0,0,0,0,0
ASCSUL4-1,JJR,9/23/2021 11:51,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,315.0901,13.1445,23.9712,820 850 4960 8400  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-180,Smooth Off Area On 0.0100 LWRatio Off,Off,1,745.1367,0,25.969,0,81.5839,0,0.3485,0,745.1367,0,0.711,512,2346,410,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,690.9611,38.9652,1.885,2.2533,1.4308,5.9131,3.4847,0.2435,0,0,57.889,7.502,0.741,1.2692,1.0104,5.1267,3.491,0.2748,0,0,18.4266,2.388,0.2359,0.404,0.3216,1.6319,1.1112,0.0875,0,0,0.4247,0.1184,0.0234,0.0573,0.0571,0.3545,0.2785,0.0247,0,0,493,13,3,2,0,0,1,0,0,0
ASCSYR4-1,JJR,9/23/2021 13:55,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,497.373,17.6213,28.2257,20 30 5570 8920  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-177,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2891.4462,0,96.4523,0,303.0137,0,0.3336,0,2891.4462,0,2.527,1754,13805,2614,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2653.4195,197.6548,17.3567,4.6154,1.8269,2.4316,2.6092,6.2978,4.0391,1.003,209.2082,39.7993,6.5576,2.4922,1.2347,2.0621,2.6869,7.5362,5.262,1.5022,66.593,12.6685,2.0873,0.7933,0.393,0.6564,0.8553,2.3988,1.6749,0.4781,1.4654,0.6609,0.2001,0.1078,0.0666,0.1396,0.2205,0.7188,0.546,0.1793,1726,27,1,0,0,0,0,0,0,0
ASCSYR4-2,JJR,9/23/2021 14:11,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.6482,17.7482,28.321,10 20 5600 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-174,Smooth Off Area On 0.0100 LWRatio Off,Off,1,992.065,0,37.9857,0,119.3355,0,0.3829,0,992.065,0,1.142,652,2744,479,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,863.6951,99.369,9.583,5.5185,4.3445,5.1103,1.4522,1.0632,1.503,0.2361,74.5351,19.3,3.5991,2.9503,3.0354,4.3842,1.4644,1.3084,1.9972,0.3578,23.7253,6.1434,1.1456,0.9391,0.9662,1.3955,0.4661,0.4165,0.6357,0.1139,0.576,0.3068,0.1094,0.1263,0.1696,0.3001,0.1176,0.1282,0.2114,0.0433,641,8,1,0,0,2,0,0,0,0
HELMOL4-1,JJR,9/24/2021 11:00,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.7752,17.7482,28.3845,10 10 5600 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-169,Smooth Off Area On 0.0100 LWRatio Off,Off,1,741.2406,0,23.6387,0,74.2631,0,0.3189,0,741.2406,0,0.592,620,1954,353,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,619.3545,108.1905,6.6896,2.8522,1.9205,1.3019,0.3132,0.1269,0,0.4913,40.3034,21.6265,2.5774,1.4335,1.316,1.1342,0.2968,0.1434,0,0.8266,12.829,6.8839,0.8204,0.4563,0.4189,0.361,0.0945,0.0456,0,0.2631,0.2744,0.3539,0.0799,0.0575,0.0721,0.079,0.0224,0.0129,0,0.1035,612,8,0,0,0,0,0,0,0,0
HELMOL4-2,JJR,9/24/2021 11:21,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.8276,17.5895,28.4162,30 10 5570 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-181,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2293.325,0,56.5262,0,177.5824,0,0.2465,0,2293.325,0,1.094,1854,9153,2616,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2121.4493,162.8905,8.6281,0.1192,0,0,0,0,0,0,124.6464,35.3342,3.0179,0.0651,0,0,0,0,0,0,39.6762,11.2472,0.9606,0.0207,0,0,0,0,0,0,0.7354,0.632,0.0848,0.0029,0,0,0,0,0,0,1835,15,4,0,0,0,0,0,0,0
HELMOL4-3,JJR,9/24/2021 11:37,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,501.1865,17.7165,28.2892,20 20 5600 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-177,Smooth Off Area On 0.0100 LWRatio Off,Off,1,886.5177,0,25.7947,0,81.0363,0,0.291,0,886.5177,0,0.589,625,1888,464,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,751.2157,131.4075,3.7413,0.1245,0,0,0,0,0,0,46.8286,28.5664,1.2743,0.0592,0,0,0,0,0,0,14.906,9.093,0.4056,0.0188,0,0,0,0,0,0,0.2878,0.5114,0.0347,0.0022,0,0,0,0,0,0,613,8,3,1,0,0,0,0,0,0
ANDGER4-1,JJR,9/24/2021 14:12,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,497.5938,17.5895,28.2892,10 30 5550 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-177,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1523.8445,0,33.7655,0,106.0774,0,0.2216,0,1523.8445,0,0.588,4236,10279,1664,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1361.7833,148.9713,9.1511,1.9074,0.4491,0.4551,0.2033,0.0296,0,0.6207,56.2436,31.5379,3.2114,1.0216,0.3188,0.3834,0.209,0.0355,0,1.3313,17.9029,10.0388,1.0222,0.3252,0.1015,0.1221,0.0665,0.0113,0,0.4238,0.2571,0.5489,0.0906,0.0439,0.0181,0.0258,0.0171,0.0034,0,0.228,4218,17,1,0,0,0,0,0,0,0
ANDGER4-2,JJR,9/24/2021 14:26,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,498.2692,17.653,28.2257,20 40 5580 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-176,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1585.7112,0,35.0665,0,110.1645,0,0.2211,0,1585.7112,0,0.609,4038,10534,1756,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1453.3878,113.968,16.1938,0.4017,0.4026,0.9372,0,0,0,0,66.2325,25.6513,5.5662,0.2124,0.2656,0.8237,0,0,0,0,21.0825,8.1651,1.7718,0.0676,0.0845,0.2622,0,0,0,0,0.3394,0.4814,0.1533,0.0089,0.014,0.0577,0,0,0,0,4019,12,7,0,0,0,0,0,0,0
ASCVER4-1,JJR,9/27/2021 10:11,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,498.7107,17.5895,28.3528,20 10 5560 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-168,Smooth Off Area On 0.0100 LWRatio Off,Off,1,579.2041,0,20.946,0,65.8037,0,0.3616,0,579.2041,0,0.595,238,930,218,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,462.4387,105.0764,9.9834,0.7854,0.4803,0.2978,0.1422,0,0,0,36.1576,21.7131,3.7495,0.4148,0.3288,0.2515,0.1627,0,0,0,11.5093,6.9115,1.1935,0.132,0.1047,0.08,0.0518,0,0,0,0.2536,0.3681,0.1137,0.0175,0.018,0.0169,0.0131,0,0,0,224,10,3,0,0,1,0,0,0,0
ASCVER4-2,JJR,9/27/2021 10:28,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,497.1482,17.653,28.1623,20 20 5580 8890  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-183,Smooth Off Area On 0.0100 LWRatio Off,Off,1,686.7291,0,17.6099,0,55.3231,0,0.2564,0,686.7291,0,0.355,285,1028,297,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,659.6769,27.0522,0,0,0,0,0,0,0,0,47.6596,4.8314,0,0,0,0,0,0,0,0,15.1705,1.5379,0,0,0,0,0,0,0,0,0.3141,0.0697,0,0,0,0,0,0,0,0,280,5,0,0,0,0,0,0,0,0
ELYCAN4-1,JJR,9/28/2021 10:11,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.1653,17.6847,28.2257,20 30 5590 8920  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-196,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1726.9049,0,30.6629,0,96.3304,0,0.1776,0,1726.9049,0,0.428,3497,10029,2551,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1679.2976,39.7243,4.3343,2.135,0.4439,0,0.2718,0,0,0.3576,72.3653,7.9096,1.6156,1.1387,0.3127,0,0.308,0,0,1.1893,23.0346,2.5177,0.5143,0.3624,0.0995,0,0.098,0,0,0.3786,0.3508,0.1293,0.0485,0.0487,0.0176,0,0.0243,0,0,0.2151,3481,16,0,0,0,0,0,0,0,0
BAPALB4-1,JJR,9/28/2021 10:46,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.7268,17.6847,28.2575,10 30 5580 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-170,Smooth Off Area On 0.0100 LWRatio Off,Off,1,463.0902,0,17.804,0,55.9328,0,0.3845,0,463.0902,0,0.538,530,968,159,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,402.3794,31.7088,6.702,2.9957,15.2505,3.0573,0.5564,0.44,0,0,27.2488,6.6466,2.5841,1.6259,10.8899,2.59,0.5503,0.5387,0,0,8.6735,2.1157,0.8225,0.5176,3.4664,0.8244,0.1752,0.1715,0,0,0.1727,0.1157,0.0805,0.0706,0.6197,0.1752,0.0433,0.0525,0,0,529,1,0,0,0,0,0,0,0,0
BAPBRA4-1,JJR,9/28/2021 13:54,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,491.3458,17.526,28.0352,30 30 5550 8860  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-173,Smooth Off Area On 0.0100 LWRatio Off,Off,1,224.3782,0,7.5326,0,23.6644,0,0.3357,0,224.3782,0,0.199,254,457,36,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,198.7655,12.6572,9.4177,2.64,0.8979,0,0,0,0,0,14.2157,2.8724,3.4264,1.3601,0.6261,0,0,0,0,0,4.525,0.9143,1.0906,0.4329,0.1993,0,0,0,0,0,0.0915,0.0553,0.1005,0.0562,0.0348,0,0,0,0,0,251,3,0,0,0,0,0,0,0,0
BAPBRA4-2,JJR,9/28/2021 14:33,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,232.6598,10.1917,22.8283,1210 1210 4420 8400  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-171,Smooth Off Area On 0.0100 LWRatio Off,Off,1,73.102,0,2.2125,0,6.9508,0,0.3027,0,73.102,0,0.053,69,133,16,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,64.06,4.2874,4.7546,0,0,0,0,0,0,0,4.0264,0.8973,1.6547,0,0,0,0,0,0,0,1.2816,0.2856,0.5267,0,0,0,0,0,0,0,0.0246,0.0163,0.046,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0
SENMAR4-1,JJR,9/29/2021 9:49,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,324.2373,13.3668,24.257,580 630 4790 8270  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-180,Smooth Off Area On 0.0100 LWRatio Off,Off,1,81.5305,0,3.0373,0,9.542,0,0.3725,0,81.5305,0,0.089,77,98,7,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,69.6088,10.8894,0.963,0.0693,0,0,0,0,0,0,6.7689,2.0681,0.3754,0.0401,0,0,0,0,0,0,2.1546,0.6583,0.1195,0.0128,0,0,0,0,0,0,0.056,0.0322,0.0117,0.0018,0,0,0,0,0,0,73,4,0,0,0,0,0,0,0,0
RUDFUL4-1,JJR,9/29/2021 11:46,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.874,17.7165,28.3845,10 10 5590 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-169,Smooth Off Area On 0.0100 LWRatio Off,Off,1,531.3562,0,23.9476,0,75.2337,0,0.4507,0,531.3562,0,0.848,347,780,83,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,396.1366,128.5172,5.2942,0.7738,0.234,0.2499,0.0015,0.0796,0.0148,0,40.4011,30.3323,1.8959,0.4426,0.1684,0.2044,0.0025,0.0889,0.0194,0,12.8601,9.6551,0.6035,0.1409,0.0536,0.0651,0.0008,0.0283,0.0062,0,0.353,0.5851,0.0547,0.0202,0.0097,0.0133,0.0003,0.0079,0.002,0,323,19,5,0,0,0,0,0,0,0
RUDFUL4-2,JJR,9/29/2021 12:09,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.7248,17.78,28.1623,30 20 5630 8890  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-169,Smooth Off Area On 0.0100 LWRatio Off,Off,1,559.1751,0,24.103,0,75.7218,0,0.431,0,559.1751,0,0.816,384,842,67,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,449.7401,96.6059,11.983,0.522,0.1639,0,0.0735,0.0193,0,0,46.9053,22.2071,4.1476,0.2683,0.1197,0,0.0753,0.0216,0,0,14.9304,7.0687,1.3202,0.0854,0.0381,0,0.024,0.0069,0,0,0.4191,0.4206,0.1154,0.011,0.007,0,0.0061,0.0019,0,0,366,12,6,0,0,0,0,0,0,0
RUDFUL4-3,JJR,9/29/2021 12:30,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,498.9365,17.7165,28.1623,10 20 5590 8890  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-164,Smooth Off Area On 0.0100 LWRatio Off,Off,1,455.4921,0,24.9759,0,78.4641,0,0.5483,0,455.4921,0,1.076,396,918,70,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,280.969,126.4933,46.1107,1.3101,0.1481,0.0772,0,0,0,0.3837,26.5489,31.636,15.9618,0.6686,0.104,0.0675,0,0,0,1.0015,8.4508,10.0701,5.0808,0.2128,0.0331,0.0215,0,0,0,0.3188,0.2219,0.6483,0.4434,0.0273,0.0058,0.0047,0,0,0,0.1483,382,7,7,0,0,0,0,0,0,0
RUDFUL4-4,JJR,9/29/2021 13:45,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,501.6321,17.653,28.4162,10 10 5570 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-167,Smooth Off Area On 0.0100 LWRatio Off,Off,1,354.4468,0,17.3688,0,54.5658,0,0.49,0,354.4468,0,0.668,180,323,22,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,237.3023,111.7125,5.3156,0,0,0.1163,0,0,0,0,25.3363,26.1729,1.887,0,0,0.1003,0,0,0,0,8.0648,8.3311,0.6007,0,0,0.0319,0,0,0,0,0.2281,0.4992,0.0538,0,0,0.0069,0,0,0,0,169,10,1,0,0,0,0,0,0,0
