RHIZO 2012,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm)/RatioHypLeafToRootLen,ProjArea(cm2),ProjAreaTen(cm2)/RatioHypLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),Tips,Forks,Crossings,NumberOfClasses,ClassBoundaries,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000
SampleId,COLOR,Name,OwnerGroup,Specifications/NClass,Def Filt/Bg,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),Volume(cm3),Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,LINK,Link#,Seedling#,,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),EE-EI-II-IL-BL,Angle(deg),Magnitude,Altitude,Order,Father,Brother1,Brother2,Baby1,Baby2,Baby3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,DEV,Order#,Seedling#,NofLinks,TotalLength(cm),TotalProjArea(cm2),TotSurfArea(cm2),AvgLength(cm),AvgProjArea(cm2),AvgSurfArea(cm2),AvgDiam(mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,AXIS,Order#,Seedling#,Axis#,TotalLength(cm),TotalProjArea(cm2),TotSurfArea(cm2),AvgLength(cm),AvgProjArea(cm2),AvgSurfArea(cm2),AvgDiam(mm),,,,,,,,,NofLinks,FirstLink#,SecondLink#,ThirdLink#,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIASPI4,JJR,10/25/2021 15:09,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.7752,17.7482,28.3845,10 10 5600 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-177,Smooth Off Area On 0.0100 LWRatio Off,Off,1,908.4138,0,23.3488,0,73.3526,0,0.257,0,908.4138,0,0.471,1212,3043,635,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,833.6521,63.1471,9.1654,2.2251,0.0938,0,0,0,0,0,50.4299,13.0704,3.393,1.1528,0.0594,0,0,0,0,0,16.0523,4.1604,1.08,0.367,0.0189,0,0,0,0,0,0.3202,0.2238,0.1012,0.0477,0.003,0,0,0,0,0,1195,15,1,0,1,0,0,0,0,0
RUDHIR3,JJR,10/25/2021 15:40,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,120.03,8.5725,14.0017,2010 3140 4710 7550  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-182,Smooth Off Area On 0.0100 LWRatio Off,Off,1,251.271,0,7.0067,0,22.0121,0,0.2788,0,251.271,0,0.153,230,793,163,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,233.9792,15.9643,1.042,0.2083,0,0,0,0,0,0,16.9091,3.1911,0.3649,0.1057,0,0,0,0,0,0,5.3823,1.0157,0.1161,0.0336,0,0,0,0,0,0,0.1204,0.0523,0.0103,0.0043,0,0,0,0,0,0,225,2,3,0,0,0,0,0,0,0
RATPIN4-1,JJR,10/26/2021 9:59,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.5111,17.653,28.3528,20 20 5580 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-165,Smooth Off Area On 0.0100 LWRatio Off,Off,1,926.0668,0,30.2006,0,94.8781,0,0.3261,0,926.0668,0,0.774,524,2509,479,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,769.9498,145.2989,7.869,1.4298,0.4037,0.5137,0.18,0.0384,0.2415,0.0333,55.0479,29.4091,3.0134,0.7801,0.273,0.4534,0.1893,0.0473,0.3231,0.0521,17.5223,9.3612,0.9592,0.2483,0.0869,0.1443,0.0602,0.015,0.1028,0.0166,0.3788,0.4882,0.0932,0.0341,0.0148,0.0319,0.0158,0.0046,0.0344,0.0065,515,5,1,1,0,1,1,0,0,0
RATPIN4-2,JJR,10/26/2021 10:14,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.624,17.7165,28.2575,30 20 5610 8920  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-167,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1046.1945,0,32.2574,0,101.3396,0,0.3083,0,1046.1945,0,0.781,516,2597,571,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,853.5918,180.395,9.6555,1.5083,0.4097,0.0103,0.1787,0.3317,0,0.0243,52.9315,37.149,3.5277,0.8243,0.2876,0.0081,0.1845,0.3761,0,0.0359,16.8486,11.8249,1.1229,0.2624,0.0915,0.0026,0.0587,0.1197,0,0.0114,0.3154,0.626,0.1038,0.0361,0.0161,0.0005,0.0152,0.034,0,0.0042,507,7,1,0,1,0,0,0,0,0
RUDSUB4-1,JJR,10/26/2021 11:05,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.2409,17.78,28.4162,10 10 5610 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-176,Smooth Off Area On 0.0100 LWRatio Off,Off,1,847.9831,0,27.3617,0,85.9592,0,0.3227,0,847.9831,0,0.693,666,1681,270,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,742.1711,98.5265,5.3528,1.5392,0.0586,0.1208,0,0,0,0.1489,57.8985,20.204,1.9575,0.848,0.0405,0.1049,0,0,0,0.3248,18.4297,6.4311,0.6231,0.2699,0.0129,0.0334,0,0,0,0.1034,0.4379,0.3403,0.0574,0.0374,0.0022,0.0073,0,0,0,0.054,655,9,1,1,0,0,0,0,0,0
RUDSUB4-2,JJR,10/26/2021 11:19,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,501.1865,17.7165,28.2892,20 10 5600 8920  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-173,Smooth Off Area On 0.0100 LWRatio Off,Off,1,887.3737,0,29.8403,0,93.746,0,0.3363,0,887.3737,0,0.788,685,1794,324,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,745.8938,132.0048,6.1325,1.6188,0.3697,0.4891,0.2907,0.1523,0,0.1888,56.4967,27.5597,2.2748,0.8268,0.2487,0.4244,0.3064,0.1754,0,0.374,17.9835,8.7725,0.7241,0.2632,0.0792,0.1351,0.0975,0.0558,0,0.119,0.4184,0.4695,0.0682,0.0337,0.0134,0.0294,0.0257,0.0161,0,0.0587,681,4,0,0,0,0,0,0,0,0
RUDTRI5,JJR,10/26/2021 13:43,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.7248,17.78,28.1623,20 30 5620 8900  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-178,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1805.9362,0,47.702,0,149.8602,0,0.2641,0,1805.9362,0,0.99,847,8522,1632,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1715.8905,84.3069,4.8556,0.4073,0.0857,0.0525,0.1754,0.1366,0,0,117.1192,17.0496,1.7578,0.2052,0.0588,0.0465,0.1755,0.1588,0,0,37.2802,5.4271,0.5595,0.0653,0.0187,0.0148,0.0559,0.0506,0,0,0.7622,0.2838,0.0512,0.0082,0.0032,0.0033,0.014,0.0147,0,0,839,8,0,0,0,0,0,0,0,0
SCHSCO4-1,JJR,10/26/2021 14:55,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,501.749,17.7165,28.321,10 10 5590 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-186,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1479.4904,0,27.6904,0,86.9921,0,0.1872,0,1479.4904,0,0.407,5019,10478,1838,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1421.9822,56.1304,0.8382,0,0,0,0,0,0,0,64.4033,11.2594,0.298,0,0,0,0,0,0,0,20.5002,3.584,0.0948,0,0,0,0,0,0,0,0.3404,0.1839,0.0085,0,0,0,0,0,0,0,5004,13,2,0,0,0,0,0,0,0
SCHSCO4-2,JJR,10/26/2021 15:13,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.874,17.7165,28.3845,20 20 5600 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-189,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1348.8374,0,26.1218,0,82.0639,0,0.1937,0,1348.8374,0,0.397,3976,8111,1213,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1298.015,49.6836,0.8405,0.0349,0,0,0,0,0,0,62.1772,9.6071,0.2941,0.0173,0,0,0,0,0,0,19.7916,3.058,0.0936,0.0055,0,0,0,0,0,0,0.322,0.1514,0.0082,0.0007,0,0,0,0,0,0,3965,11,0,0,0,0,0,0,0,0
SOLSPE4,JJR,10/27/2021 9:43,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.3387,17.7482,28.4162,10 10 5600 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-161,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1133.803,0,49.6179,0,155.8792,0,0.4376,0,1133.803,0,1.705,941,3546,534,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,820.6485,160.6997,143.576,6.1005,1.2093,0.0145,0.3599,0.8226,0,0.1695,51.4971,38.8624,52.4675,3.1486,0.8413,0.0127,0.3616,0.9651,0,0.324,16.392,12.3703,16.7009,1.0022,0.2678,0.0041,0.1151,0.3072,0,0.1031,0.3214,0.773,1.5407,0.1301,0.0467,0.0009,0.0289,0.0902,0,0.0443,922,11,7,1,0,0,0,0,0,0
SORNUT4-1,JJR,10/27/2021 10:26,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.2409,17.78,28.4162,10 10 5610 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-186,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2036.928,0,43.6722,0,137.2004,0,0.2144,0,2036.928,0,0.735,7306,15721,2247,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1873.2066,161.3187,2.0719,0,0,0,0,0,0,0,88.7662,31.9503,0.71,0,0,0,0,0,0,0,28.2552,10.1701,0.226,0,0,0,0,0,0,0,0.4878,0.5173,0.0195,0,0,0,0,0,0,0,7284,21,1,0,0,0,0,0,0,0
SORNUT4-2,JJR,10/27/2021 10:48,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,501.749,17.7165,28.321,10 10 5590 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-185,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1995.6363,0,43.0099,0,135.1197,0,0.2155,0,1995.6363,0,0.728,6864,16259,2382,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1871.138,121.6833,2.2205,0.0686,0,0,0,0,0,0,94.381,24.5097,0.7938,0.0351,0,0,0,0,0,0,30.0424,7.8017,0.2527,0.0112,0,0,0,0,0,0,0.5463,0.4032,0.0229,0.0014,0,0,0,0,0,0,6840,24,0,0,0,0,0,0,0,0
SORNUT4-3,JJR,10/27/2021 11:07,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.9577,17.7482,28.2257,20 10 5610 8900  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-179,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1087.6672,0,34.3012,0,107.7605,0,0.3154,0,1087.6672,0,0.85,3432,7177,835,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,826.5239,255.5735,4.921,0.1726,0.147,0,0,0,0,0,43.5486,54.4193,1.7371,0.0875,0.1025,0,0,0,0,0,13.862,17.3222,0.5529,0.0278,0.0326,0,0,0,0,0,0.2735,0.9462,0.0493,0.0035,0.0057,0,0,0,0,0,3398,33,1,0,0,0,0,0,0,0
SOLJUN5-1,JJR,10/27/2021 13:06,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.874,17.7165,28.3845,20 20 5600 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-170,Smooth Off Area On 0.0100 LWRatio Off,Off,1,773.6981,0,32.2401,0,101.2853,0,0.4167,0,773.6981,0,1.055,960,1841,331,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,513.3898,223.0815,34.7082,1.5651,0.6454,0.1402,0,0,0,0.1023,29.0604,53.8409,11.9977,0.8736,0.4399,0.1158,0,0,0,0.1703,9.2502,17.1381,3.819,0.2781,0.14,0.0369,0,0,0,0.0542,0.1844,1.0696,0.3331,0.039,0.0239,0.0076,0,0,0,0.0232,943,16,1,0,0,0,0,0,0,0
SOLJUN5-2,JJR,10/27/2021 13:25,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,494.5555,17.4625,28.321,20 10 5520 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-168,Smooth Off Area On 0.0100 LWRatio Off,Off,1,496.4125,0,20.8004,0,65.3464,0,0.419,0,496.4125,0,0.685,593,1171,155,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,339.4299,125.0954,26.2825,3.5231,0.4779,1.1512,0,0.0764,0.2539,0.1221,20.0167,28.3003,9.407,1.853,0.366,0.9807,0,0.0915,0.3268,0.1986,6.3715,9.0083,2.9943,0.5898,0.1165,0.3122,0,0.0291,0.104,0.0632,0.132,0.5273,0.2706,0.078,0.0223,0.0666,0,0.0087,0.0335,0.0255,589,4,0,0,0,0,0,0,0,0
SPOHET4-1,JJR,10/27/2021 14:43,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.3115,17.7165,28.3528,10 10 5590 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-183,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2056.561,0,42.11,0,132.2924,0,0.2048,0,2056.561,0,0.677,6962,18281,2888,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1991.1389,61.338,2.9623,0.2283,0.0785,0,0,0,0,0,101.538,12.2667,1.0835,0.1247,0.0505,0,0,0,0,0,32.3206,3.9046,0.3449,0.0397,0.0161,0,0,0,0,0,0.5644,0.2018,0.0319,0.0055,0.0026,0,0,0,0,0,6937,25,0,0,0,0,0,0,0,0
SPOHET4-2,JJR,10/27/2021 15:02,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,499.9506,17.653,28.321,10 20 5570 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-190,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1818.6799,0,30.9828,0,97.3354,0,0.1704,0,1818.6799,0,0.415,6422,14173,2920,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1784.0985,33.2955,0.5245,0,0,0,0,0,0,0,77.639,6.3539,0.1774,0,0,0,0,0,0,0,24.7133,2.0225,0.0565,0,0,0,0,0,0,0,0.3829,0.0986,0.0048,0,0,0,0,0,0,0,6406,16,0,0,0,0,0,0,0,0
SPOHET4-3,JJR,10/27/2021 15:14,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.0847,17.7482,28.2892,10 20 5600 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-178,Smooth Off Area On 0.0100 LWRatio Off,Off,1,945.308,0,19.9369,0,62.6335,0,0.2109,0,945.308,0,0.33,3077,5644,718,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,907.7888,36.6755,0.3501,0,0,0,0,0,0,0,48.4387,7.1264,0.1263,0,0,0,0,0,0,0,15.4185,2.2684,0.0402,0,0,0,0,0,0,0,0.2579,0.1127,0.0037,0,0,0,0,0,0,0,3056,21,0,0,0,0,0,0,0,0
SOLNEM4-1,JJR,10/28/2021 9:57,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.5343,17.6847,28.4162,10 20 5580 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-173,Smooth Off Area On 0.0100 LWRatio Off,Off,1,931.3241,0,34.0205,0,106.8786,0,0.3653,0,931.3241,0,0.976,1066,2717,419,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,776.754,124.8466,18.2819,4.5439,3.648,1.3303,0.9481,0.023,0.2532,0.425,56.2789,27.7567,6.8596,2.4737,2.5621,1.1223,0.9589,0.028,0.3345,0.7962,17.9141,8.8352,2.1835,0.7874,0.8156,0.3573,0.3052,0.0089,0.1065,0.2534,0.4081,0.5101,0.2073,0.1077,0.144,0.0756,0.0773,0.0027,0.0352,0.1137,1057,7,2,0,0,0,0,0,0,0
SOLNEM4-2,JJR,10/28/2021 10:13,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.5474,17.78,28.321,10 10 5610 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-172,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1236.2303,0,49.873,0,156.6806,0,0.4034,0,1236.2303,0,1.58,1259,4039,575,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,910.6872,281.5261,39.7882,3.7943,0.3828,0,0,0,0,0,70.2832,61.6854,14.02,1.9498,0.2513,0,0,0,0,0,22.3718,19.6351,4.4627,0.6206,0.08,0,0,0,0,0,0.5352,1.1197,0.3974,0.0801,0.0131,0,0,0,0,0,1226,26,7,0,0,0,0,0,0,0
OLIRIG4-1,JJR,10/28/2021 11:10,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.3387,17.7482,28.4162,10 10 5600 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-171,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1622.7906,0,56.0085,0,175.956,0,0.3451,0,1622.7906,0,1.518,1378,5778,958,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1306.116,288.2145,20.8323,3.3953,1.6388,0.2139,0.8299,0.3378,0.1535,0.8859,88.3543,61.4446,7.6334,1.7767,1.1721,0.1847,0.8312,0.4091,0.2085,2.0365,28.124,19.5584,2.4298,0.5656,0.3731,0.0588,0.2646,0.1302,0.0664,0.6482,0.5651,1.0756,0.2252,0.0743,0.0671,0.0128,0.0664,0.0395,0.0226,0.3783,1366,10,2,0,0,0,0,0,0,0
OLIRIG4-2,JJR,10/28/2021 11:29,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.6764,17.78,28.3845,10 10 5610 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-173,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2444.9279,0,73.747,0,231.683,0,0.3016,0,2444.9279,0,1.747,2173,10655,2039,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2171.4241,241.5826,24.6947,4.8755,0.3849,0.2591,0.1527,0.3731,0.1147,0.9895,145.8803,51.4214,9.0566,2.5977,0.2622,0.2167,0.1425,0.4411,0.1453,2.3188,46.4351,16.3679,2.8828,0.8269,0.0834,0.069,0.0454,0.1404,0.0462,0.7381,0.9169,0.9025,0.2676,0.1108,0.0143,0.0145,0.0105,0.0416,0.0146,0.4669,2153,20,0,0,0,0,0,0,0,0
SYMLAE4,JJR,10/28/2021 13:14,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.7752,17.7482,28.3845,10 10 5600 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-176,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1161.547,0,35.4222,0,111.2823,0,0.305,0,1161.547,0,0.848,878,3881,570,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1018.3656,132.3038,7.6764,1.8685,0.4239,0.0642,0.1605,0.4283,0,0.1441,71.0473,27.7934,2.7343,0.9878,0.3099,0.053,0.169,0.5136,0,0.2161,22.6151,8.8469,0.8704,0.3144,0.0986,0.0169,0.0538,0.1635,0,0.0688,0.4669,0.4806,0.0782,0.042,0.0181,0.0035,0.0142,0.0491,0,0.0258,867,11,0,0,0,0,0,0,0,0
SYMERI4,JJR,10/28/2021 14:53,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.4466,17.8118,28.321,10 10 5620 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-174,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1128.6236,0,36.434,0,114.4608,0,0.3228,0,1128.6236,0,0.924,1257,3875,626,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,940.3554,173.7501,10.3901,1.8356,0.8677,0.147,0.0846,0.4175,0.3404,0.359,64.1741,34.9253,3.9147,0.9552,0.606,0.1187,0.0897,0.4728,0.4641,0.6145,20.4273,11.1171,1.2461,0.3041,0.1929,0.0378,0.0286,0.1505,0.1477,0.1956,0.4589,0.5742,0.1189,0.0399,0.0338,0.0076,0.0076,0.0426,0.0504,0.0846,1252,5,0,0,0,0,0,0,0,0
SYMNOV5-1,JJR,10/29/2021 10:13,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.0847,17.7482,28.2892,10 10 5600 8920  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-165,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1709.5224,0,68.4707,0,215.107,0,0.4005,0,1709.5224,0,2.154,1899,8634,897,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1321.665,327.7374,40.2588,9.7017,4.2746,1.7366,1.0171,0.1767,0.485,2.322,94.5362,71.8613,14.901,5.1805,2.927,1.4797,1.0013,0.2066,0.6396,5.9286,30.0918,22.8742,4.7431,1.649,0.9317,0.471,0.3187,0.0658,0.2036,1.8871,0.6501,1.2922,0.4443,0.2215,0.16,0.1006,0.0785,0.0193,0.0673,1.278,1874,21,3,0,0,0,0,0,0,1
